,CustomerID,Name,Age,Email,Phone,PurchaseAmount,PurchaseDate,ProductCategory,Rating,PurachaseAmount
25,CUST1025,Fatma Mahmoud,55,fatma.mahmoud@yahoo.com,987654321.0,334.63,2025-06-18,Electronics,3.0,334.63
26,CUST1026,Sara Mahmoud,55,sara.mahmoud@hotmail.com,123456789.0,801.36,2025-06-18,unknown,10.0,801.36
27,CUST1027,Ahmed Hassan,55,ahmed.hassan@hotmail.com,000-000-0000,478.39,2025-03-22,unknown,3.0,478.39
28,CUST1028,Lina Smith,55,lina.smith@gmail.com,123456789.0,303.65,2023-11-10,Clothing,2.0,303.65
29,CUST1029,John Mahmoud,67,john.mahmoud@hotmail.com,000-000-0000,387.63,2024-02-28,Books,4.0,387.63
30,CUST1030,Ali Ali,62,ali.ali@gmail.com,987654321.0,509.8973789316026,2023-05-16,Toys,2.0,519.42
31,CUST1031,John Hassan,90,john.hassan@yahoo.com,000-000-0000,598.93,2024-10-13,Clothing,5.0,598.93
32,CUST1032,Lina Mahmoud,55,lina.mahmoud@hotmail.com,000-000-0000,958.61,2024-03-01,unknown,3.0,958.61
33,CUST1033,Sara Mahmoud,55,sara.mahmoud@gmail.com,123456789.0,378.4,2024-05-30,unknown,3.0,378.4
34,CUST1034,Fatma Mahmoud,55,fatma.mahmoud@hotmail.com,987654321.0,892.09,2023-11-15,unknown,4.0,892.09
35,CUST1035,Mark Gaber,55,mark.gaber@yahoo.com,000-000-0000,917.28,2024-11-16,Home,2.0,917.28
36,CUST1036,Sara Ali,70,sara.ali@yahoo.com,000-000-0000,542.06,2023-01-12,Electronics,3.0,542.06
37,CUST1037,Sara Hassan,55,sara.hassan@yahoo.com,000-000-0000,273.27,2025-01-17,Electronics,5.0,273.27
38,CUST1038,Lina Gaber,46,lina.gaber@hotmail.com,123456789.0,273.77,2023-01-30,Electronics,3.0,273.77
39,CUST1039,Ahmed Hassan,55,ahmed.hassan@gmail.com,123456789.0,513.99,2024-02-02,unknown,5.0,513.99
40,CUST1040,Fatma Gaber,55,fatma.gaber@gmail.com,123456789.0,812.78,2024-11-27,unknown,1.0,812.78
41,CUST1041,Alaa Mahmoud,55,alaa.mahmoud@hotmail.com,987654321.0,543.97,2025-03-08,Toys,4.0,543.97
42,CUST1042,Sara Mahmoud,55,sara.mahmoud@gmail.com,123456789.0,70.55,2024-01-03,Home,2.0,70.55
43,CUST1043,John Ibrahim,57,john.ibrahim@hotmail.com,000-000-0000,330.84,2024-08-12,unknown,3.0,330.84
44,CUST1044,Sara Gaber,55,sara.gaber@hotmail.com,987654321.0,156.51,2024-02-24,Home,3.0,156.51
45,CUST1045,John Gaber,55,john.gaber@gmail.com,000-000-0000,207.45,2024-12-24,Clothing,5.0,207.45
46,CUST1046,Ahmed Hassan,55,ahmed.hassan@hotmail.com,000-000-0000,713.49,2023-02-27,Books,5.0,713.49
47,CUST1047,Ahmed Ibrahim,55,ahmed.ibrahim@yahoo.com,123456789.0,911.39,2024-11-26,Clothing,2.0,911.39
48,CUST1048,Mark Smith,81,mark.smith@yahoo.com,000-000-0000,309.4,2024-02-05,Clothing,10.0,309.4
49,CUST1049,Fatma Mahmoud,55,fatma.mahmoud@yahoo.com,000-000-0000,500.24,2023-02-13,unknown,4.0,500.24
50,CUST1050,Ahmed Ibrahim,55,ahmed.ibrahim@gmail.com,000-000-0000,93.1,2022-11-18,Clothing,5.0,93.1
51,CUST1051,Ali Smith,55,ali.smith@yahoo.com,000-000-0000,968.44,2024-07-01,Home,2.0,968.44
52,CUST1052,Sara Ali,55,sara.ali@gmail.com,000-000-0000,521.87,2024-11-07,unknown,2.0,521.87
53,CUST1053,Mark Mahmoud,55,mark.mahmoud@hotmail.com,000-000-0000,678.65,2024-05-30,Home,1.0,678.65
54,CUST1054,Ali Hassan,55,ali.hassan@yahoo.com,000-000-0000,639.4,2023-07-21,Electronics,3.0,639.4
55,CUST1055,Sara Hassan,55,sara.hassan@yahoo.com,987654321.0,887.67,2024-11-17,Books,1.0,887.67
56,CUST1056,John Mahmoud,55,john.mahmoud@gmail.com,000-000-0000,346.31,2025-01-02,Toys,3.0,346.31
57,CUST1057,Mark Ibrahim,29,mark.ibrahim@hotmail.com,000-000-0000,924.82,2024-05-09,Home,3.0,924.82
58,CUST1058,Alaa Ali,55,alaa.ali@hotmail.com,123456789.0,382.76,2023-09-25,Electronics,3.0,382.76
59,CUST1059,Ali Mahmoud,55,ali.mahmoud@yahoo.com,000-000-0000,847.9,2025-01-28,Electronics,5.0,847.9
60,CUST1060,Sara Gaber,55,sara.gaber@gmail.com,123456789.0,72.75,2024-11-21,Electronics,3.0,72.75
61,CUST1061,Ali Gaber,55,ali.gaber@hotmail.com,123456789.0,538.83,2025-03-29,Toys,5.0,538.83
62,CUST1062,Fatma Gaber,55,fatma.gaber@hotmail.com,000-000-0000,462.04,2024-09-26,Clothing,2.0,462.04
63,CUST1063,Ahmed Ibrahim,55,ahmed.ibrahim@yahoo.com,123456789.0,665.71,2024-12-22,Electronics,3.0,665.71
64,CUST1064,Sara Ali,55,sara.ali@hotmail.com,000-000-0000,627.16,2023-11-24,Clothing,5.0,627.16
65,CUST1065,John Ali,83,john.ali@hotmail.com,000-000-0000,326.42,2024-03-10,unknown,5.0,326.42
66,CUST1066,Sara Mahmoud,55,sara.mahmoud@hotmail.com,987654321.0,600.8,2023-10-10,Books,3.0,600.8
67,CUST1067,Sara Gaber,55,sara.gaber@yahoo.com,123456789.0,85.14,2023-10-10,Clothing,3.0,85.14
68,CUST1068,Ali Hassan,55,ali.hassan@gmail.com,000-000-0000,336.17,2024-08-11,Home,1.0,336.17
69,CUST1069,Sara Hassan,55,sara.hassan@yahoo.com,987654321.0,338.8,2024-07-02,Clothing,5.0,338.8
70,CUST1070,Mark Mahmoud,81,mark.mahmoud@gmail.com,000-000-0000,330.97,2024-08-30,Clothing,2.0,330.97
71,CUST1071,Fatma Ibrahim,62,fatma.ibrahim@yahoo.com,123456789.0,642.53,2024-05-20,Clothing,4.0,642.53
72,CUST1072,Lina Mahmoud,55,lina.mahmoud@gmail.com,000-000-0000,624.57,2025-01-31,Electronics,5.0,624.57
73,CUST1073,Ali Ali,55,ali.ali@gmail.com,000-000-0000,140.28,2024-06-21,Books,5.0,140.28
74,CUST1074,Ahmed Ibrahim,55,ahmed.ibrahim@yahoo.com,123456789.0,434.82,2023-01-11,Home,3.0,434.82
75,CUST1075,Mark Ibrahim,55,mark.ibrahim@yahoo.com,000-000-0000,991.85,2025-06-07,Clothing,1.0,991.85
76,CUST1076,Fatma Smith,55,fatma.smith@hotmail.com,123456789.0,95.42,2025-04-24,Toys,3.0,95.42
77,CUST1077,Mark Mahmoud,55,mark.mahmoud@yahoo.com,000-000-0000,384.79,2023-05-31,Clothing,5.0,384.79
78,CUST1078,Ali Ibrahim,55,ali.ibrahim@yahoo.com,000-000-0000,580.82,2023-04-13,unknown,5.0,580.82
79,CUST1079,Mark Smith,55,mark.smith@yahoo.com,000-000-0000,356.65,2024-03-13,Clothing,2.0,356.65
80,CUST1080,Sara Gaber,73,sara.gaber@gmail.com,987654321.0,979.66,2025-06-10,Home,10.0,979.66
81,CUST1081,Lina Ibrahim,55,lina.ibrahim@hotmail.com,123456789.0,416.05,2022-10-28,unknown,1.0,416.05
82,CUST1082,Ali Mahmoud,55,ali.mahmoud@yahoo.com,000-000-0000,424.64,2025-01-24,Electronics,10.0,424.64
83,CUST1083,Ali Hassan,55,ali.hassan@yahoo.com,000-000-0000,141.87,2022-11-24,unknown,10.0,141.87
84,CUST1084,John Smith,55,john.smith@yahoo.com,000-000-0000,58.44,2025-04-24,Home,1.0,58.44
85,CUST1085,Ali Gaber,55,ali.gaber@yahoo.com,000-000-0000,458.49,2025-07-17,unknown,10.0,458.49
86,CUST1086,Fatma Hassan,55,fatma.hassan@hotmail.com,123456789.0,693.15,2024-08-26,Clothing,4.0,693.15
87,CUST1087,Sara Gaber,41,sara.gaber@gmail.com,000-000-0000,467.33,2024-02-13,unknown,4.0,467.33
88,CUST1088,Lina Hassan,55,lina.hassan@gmail.com,123456789.0,216.88,2024-05-13,Electronics,3.0,216.88
89,CUST1089,Alaa Gaber,55,alaa.gaber@hotmail.com,000-000-0000,349.65,2022-10-31,Toys,1.0,349.65
90,CUST1090,Ali Mahmoud,55,ali.mahmoud@yahoo.com,987654321.0,143.28,2025-06-25,Clothing,1.0,143.28
91,CUST1091,Sara Hassan,55,sara.hassan@hotmail.com,000-000-0000,753.92,2023-02-19,Books,3.0,753.92
92,CUST1092,John Ali,55,john.ali@gmail.com,987654321.0,771.55,2023-09-07,unknown,10.0,771.55
93,CUST1093,Fatma Ibrahim,55,fatma.ibrahim@gmail.com,000-000-0000,558.24,2023-07-23,Electronics,1.0,558.24
94,CUST1094,Fatma Smith,55,fatma.smith@gmail.com,000-000-0000,883.32,2023-07-06,unknown,3.0,883.32
95,CUST1095,Lina Ali,31,lina.ali@gmail.com,987654321.0,989.5,2025-06-14,Clothing,5.0,989.5
96,CUST1096,Ahmed Smith,55,ahmed.smith@gmail.com,987654321.0,179.9,2025-04-14,Home,4.0,179.9
97,CUST1097,Sara Ali,55,sara.ali@yahoo.com,000-000-0000,290.07,2023-06-14,Home,3.0,290.07
98,CUST1098,Alaa Hassan,55,alaa.hassan@hotmail.com,123456789.0,951.65,2023-08-13,Toys,2.0,951.65
99,CUST1099,Mark Ibrahim,55,mark.ibrahim@gmail.com,987654321.0,402.26,2024-02-03,Clothing,2.0,402.26
100,CUST1100,Sara Ali,55,sara.ali@gmail.com,123456789.0,438.21,2024-02-03,unknown,3.0,438.21
101,CUST1101,Ali Mahmoud,55,ali.mahmoud@hotmail.com,123456789.0,502.86,2023-11-08,unknown,1.0,502.86
102,CUST1102,Ali Smith,55,ali.smith@yahoo.com,987654321.0,76.21,2024-12-23,Electronics,5.0,76.21
103,CUST1103,Mark Mahmoud,55,mark.mahmoud@yahoo.com,000-000-0000,35.01,2025-04-23,Clothing,2.0,35.01
104,CUST1104,Ali Hassan,55,ali.hassan@gmail.com,000-000-0000,392.66,2024-04-04,Home,3.0,392.66
105,CUST1105,Sara Ibrahim,55,sara.ibrahim@gmail.com,987654321.0,530.59,2025-05-23,Clothing,3.0,530.59
106,CUST1106,Ali Gaber,55,ali.gaber@hotmail.com,987654321.0,361.23,2024-01-02,Toys,2.0,361.23
107,CUST1107,Lina Ibrahim,55,lina.ibrahim@gmail.com,000-000-0000,654.55,2024-03-29,unknown,3.0,654.55
108,CUST1108,Mark Ibrahim,55,mark.ibrahim@gmail.com,123456789.0,380.2,2023-07-09,Books,2.0,380.2
109,CUST1109,Ali Hassan,55,ali.hassan@yahoo.com,123456789.0,586.24,2025-04-27,Electronics,3.0,586.24
110,CUST1110,Alaa Mahmoud,55,alaa.mahmoud@hotmail.com,000-000-0000,524.98,2023-03-14,Home,3.0,524.98
111,CUST1111,Ali Mahmoud,55,ali.mahmoud@yahoo.com,000-000-0000,237.89,2023-07-13,Home,3.0,237.89
112,CUST1112,Alaa Mahmoud,55,alaa.mahmoud@yahoo.com,987654321.0,519.25,2024-07-06,unknown,4.0,519.25
113,CUST1113,Mark Smith,55,mark.smith@gmail.com,987654321.0,440.41,2022-11-28,unknown,1.0,440.41
114,CUST1114,Sara Mahmoud,55,sara.mahmoud@yahoo.com,987654321.0,490.23,2023-12-21,Toys,2.0,490.23
115,CUST1115,John Ali,55,john.ali@hotmail.com,000-000-0000,12.52,2024-06-02,Clothing,4.0,12.52
116,CUST1116,Sara Gaber,55,sara.gaber@gmail.com,987654321.0,500.41,2024-10-23,Clothing,3.0,500.41
117,CUST1117,Ali Hassan,55,ali.hassan@yahoo.com,000-000-0000,71.93,2022-11-22,unknown,3.0,71.93
118,CUST1118,Alaa Mahmoud,55,alaa.mahmoud@gmail.com,123456789.0,287.82,2022-11-22,unknown,10.0,287.82
119,CUST1119,Ali Mahmoud,55,ali.mahmoud@yahoo.com,987654321.0,259.98,2022-11-22,Electronics,3.0,259.98
120,CUST1120,Ali Mahmoud,55,ali.mahmoud@gmail.com,000-000-0000,741.43,2024-09-07,unknown,4.0,741.43
121,CUST1121,Fatma Mahmoud,55,fatma.mahmoud@yahoo.com,000-000-0000,373.22,2024-11-04,Electronics,3.0,373.22
122,CUST1122,Mark Ali,55,mark.ali@hotmail.com,123456789.0,548.34,2024-06-25,Books,4.0,548.34
123,CUST1123,Fatma Ibrahim,55,fatma.ibrahim@gmail.com,000-000-0000,80.53,2023-08-03,Toys,4.0,80.53
124,CUST1124,Ahmed Mahmoud,44,ahmed.mahmoud@gmail.com,000-000-0000,927.77,2024-05-25,Toys,5.0,927.77
125,CUST1125,John Gaber,55,john.gaber@yahoo.com,000-000-0000,520.22,2023-04-19,Toys,10.0,520.22
126,CUST1126,Fatma Gaber,55,fatma.gaber@gmail.com,000-000-0000,257.81,2023-06-02,unknown,4.0,257.81
127,CUST1127,Ali Smith,55,ali.smith@gmail.com,000-000-0000,411.02,2022-10-28,unknown,10.0,411.02
128,CUST1128,Fatma Gaber,55,fatma.gaber@gmail.com,987654321.0,430.01,2024-02-27,Books,3.0,430.01
129,CUST1129,Fatma Ibrahim,40,fatma.ibrahim@gmail.com,123456789.0,958.06,2024-06-25,Clothing,2.0,958.06
130,CUST1130,Sara Ali,55,sara.ali@hotmail.com,000-000-0000,89.27,2024-10-08,unknown,5.0,89.27
131,CUST1131,Sara Gaber,55,sara.gaber@yahoo.com,000-000-0000,950.64,2025-03-08,Home,5.0,950.64
132,CUST1132,John Ali,55,john.ali@gmail.com,000-000-0000,7.36,2025-01-15,Clothing,2.0,7.36
133,CUST1133,Alaa Mahmoud,55,alaa.mahmoud@hotmail.com,000-000-0000,456.98,2024-08-22,Clothing,10.0,456.98
134,CUST1134,Sara Ali,55,sara.ali@gmail.com,000-000-0000,979.32,2024-08-09,Toys,1.0,979.32
135,CUST1135,Ali Smith,55,ali.smith@hotmail.com,123456789.0,320.92,2025-02-20,Home,4.0,320.92
136,CUST1136,Alaa Hassan,55,alaa.hassan@gmail.com,987654321.0,615.09,2025-01-25,Toys,3.0,615.09
137,CUST1137,Alaa Ali,55,alaa.ali@yahoo.com,123456789.0,755.4,2025-03-03,unknown,2.0,755.4
138,CUST1138,Fatma Ibrahim,79,fatma.ibrahim@yahoo.com,987654321.0,509.8973789316026,2025-05-16,Electronics,3.0,519.42
139,CUST1139,Fatma Gaber,35,fatma.gaber@gmail.com,987654321.0,5.57,2024-08-29,Books,3.0,5.57
140,CUST1140,Sara Hassan,53,sara.hassan@yahoo.com,000-000-0000,415.28,2024-08-29,Books,3.0,415.28
141,CUST1141,Ali Mahmoud,55,ali.mahmoud@yahoo.com,000-000-0000,362.53,2025-04-12,Toys,1.0,362.53
142,CUST1142,Ahmed Hassan,79,ahmed.hassan@gmail.com,000-000-0000,924.96,2024-04-21,Clothing,3.0,924.96
143,CUST1143,Alaa Mahmoud,55,alaa.mahmoud@hotmail.com,987654321.0,663.01,2024-08-26,Clothing,3.0,663.01
144,CUST1144,Ahmed Smith,55,ahmed.smith@gmail.com,987654321.0,316.02,2023-01-14,Home,3.0,316.02
145,CUST1145,John Mahmoud,55,john.mahmoud@yahoo.com,123456789.0,756.48,2023-06-08,Electronics,4.0,756.48
146,CUST1146,Alaa Smith,55,alaa.smith@hotmail.com,987654321.0,891.17,2023-04-28,Books,4.0,891.17
147,CUST1147,Fatma Hassan,55,fatma.hassan@hotmail.com,987654321.0,749.79,2025-07-11,Books,5.0,749.79
148,CUST1148,Mark Gaber,55,mark.gaber@gmail.com,000-000-0000,323.94,2023-09-17,unknown,2.0,323.94
149,CUST1149,Lina Ali,55,lina.ali@hotmail.com,000-000-0000,232.81,2023-07-04,Electronics,3.0,232.81
150,CUST1150,Sara Ali,55,sara.ali@gmail.com,123456789.0,341.99,2024-06-13,Electronics,5.0,341.99
151,CUST1151,Lina Ibrahim,55,lina.ibrahim@hotmail.com,000-000-0000,251.62,2025-03-27,Home,10.0,251.62
152,CUST1152,Alaa Hassan,55,alaa.hassan@gmail.com,987654321.0,660.14,2024-09-20,Electronics,3.0,660.14
153,CUST1153,Ali Smith,55,ali.smith@gmail.com,000-000-0000,656.09,2024-07-26,Home,2.0,656.09
154,CUST1154,John Gaber,55,john.gaber@yahoo.com,123456789.0,891.14,2024-02-18,Clothing,1.0,891.14
155,CUST1155,Ahmed Ibrahim,55,ahmed.ibrahim@hotmail.com,000-000-0000,65.06,2022-12-29,unknown,10.0,65.06
156,CUST1156,Ali Ali,55,ali.ali@yahoo.com,000-000-0000,354.43,2023-09-23,unknown,3.0,354.43
157,CUST1157,Ahmed Ali,89,ahmed.ali@hotmail.com,000-000-0000,660.07,2023-04-21,Toys,1.0,660.07
158,CUST1158,Lina Gaber,55,lina.gaber@yahoo.com,000-000-0000,916.59,2024-12-20,Home,4.0,916.59
159,CUST1159,Fatma Ibrahim,55,fatma.ibrahim@hotmail.com,000-000-0000,629.77,2025-04-22,Toys,2.0,629.77
160,CUST1160,Ahmed Gaber,55,ahmed.gaber@yahoo.com,000-000-0000,839.25,2023-12-19,Books,10.0,839.25
161,CUST1161,Mark Ibrahim,55,mark.ibrahim@hotmail.com,123456789.0,647.76,2023-12-01,unknown,5.0,647.76
162,CUST1162,Fatma Gaber,55,fatma.gaber@yahoo.com,000-000-0000,249.85,2023-07-01,Home,5.0,249.85
163,CUST1163,Lina Ibrahim,55,lina.ibrahim@hotmail.com,987654321.0,340.52,2023-07-01,Electronics,3.0,340.52
164,CUST1164,Ahmed Mahmoud,55,ahmed.mahmoud@yahoo.com,987654321.0,902.48,2023-10-14,Clothing,1.0,902.48
165,CUST1165,Sara Ali,55,sara.ali@hotmail.com,000-000-0000,382.67,2024-01-29,Home,10.0,382.67
166,CUST1166,Ali Hassan,55,ali.hassan@hotmail.com,987654321.0,653.73,2024-02-10,Clothing,2.0,653.73
167,CUST1167,Ali Smith,55,ali.smith@hotmail.com,000-000-0000,972.88,2023-10-14,Home,4.0,972.88
168,CUST1168,Ali Mahmoud,55,ali.mahmoud@yahoo.com,000-000-0000,835.86,2023-10-14,Clothing,4.0,835.86
169,CUST1169,Fatma Ibrahim,55,fatma.ibrahim@hotmail.com,123456789.0,641.96,2024-06-13,unknown,1.0,641.96
170,CUST1170,John Smith,55,john.smith@hotmail.com,987654321.0,307.77,2025-03-29,unknown,4.0,307.77
171,CUST1171,Fatma Smith,87,fatma.smith@yahoo.com,123456789.0,867.78,2025-03-29,Clothing,3.0,867.78
172,CUST1172,Fatma Gaber,55,fatma.gaber@yahoo.com,000-000-0000,198.0,2025-07-04,unknown,3.0,198.0
173,CUST1173,Alaa Hassan,55,alaa.hassan@hotmail.com,000-000-0000,685.55,2024-10-30,Home,10.0,685.55
174,CUST1174,Alaa Smith,55,alaa.smith@yahoo.com,123456789.0,592.21,2024-10-30,Toys,2.0,592.21
175,CUST1175,Alaa Smith,55,alaa.smith@yahoo.com,000-000-0000,583.35,2023-12-16,unknown,2.0,583.35
176,CUST1176,Mark Mahmoud,55,mark.mahmoud@gmail.com,000-000-0000,65.43,2024-03-06,Toys,2.0,65.43
177,CUST1177,John Ali,55,john.ali@hotmail.com,123456789.0,563.54,2025-04-14,Toys,5.0,563.54
178,CUST1178,John Smith,55,john.smith@yahoo.com,000-000-0000,566.84,2023-07-05,unknown,2.0,566.84
179,CUST1179,Fatma Hassan,55,fatma.hassan@hotmail.com,000-000-0000,338.73,2025-06-08,Home,4.0,338.73
180,CUST1180,Ali Ali,55,ali.ali@hotmail.com,000-000-0000,153.08,2025-05-16,Books,3.0,153.08
181,CUST1181,John Gaber,55,john.gaber@yahoo.com,123456789.0,203.2,2024-07-27,Books,1.0,203.2
182,CUST1182,Lina Hassan,55,lina.hassan@gmail.com,000-000-0000,173.4,2024-06-25,Home,3.0,173.4
183,CUST1183,John Hassan,30,john.hassan@gmail.com,000-000-0000,957.09,2024-06-25,Toys,1.0,957.09
184,CUST1184,John Gaber,55,john.gaber@hotmail.com,123456789.0,39.61,2022-10-31,Clothing,1.0,39.61
185,CUST1185,Lina Gaber,55,lina.gaber@hotmail.com,000-000-0000,467.64,2025-01-04,Electronics,3.0,467.64
186,CUST1186,Mark Hassan,55,mark.hassan@gmail.com,123456789.0,879.07,2023-11-06,Toys,3.0,879.07
187,CUST1187,Alaa Gaber,55,alaa.gaber@yahoo.com,000-000-0000,739.06,2024-12-18,Electronics,2.0,739.06
188,CUST1188,Ali Gaber,55,ali.gaber@yahoo.com,987654321.0,337.71,2024-05-12,unknown,5.0,337.71
189,CUST1189,Fatma Gaber,55,fatma.gaber@yahoo.com,000-000-0000,211.5,2024-05-24,Electronics,5.0,211.5
190,CUST1190,Lina Mahmoud,55,lina.mahmoud@yahoo.com,123456789.0,546.44,2022-10-30,Home,3.0,546.44
191,CUST1191,Ahmed Hassan,55,ahmed.hassan@hotmail.com,123456789.0,802.26,2025-03-17,Clothing,3.0,802.26
192,CUST1192,Ahmed Smith,55,ahmed.smith@hotmail.com,987654321.0,464.5,2025-03-17,Clothing,3.0,464.5
193,CUST1193,John Hassan,55,john.hassan@gmail.com,000-000-0000,293.42,2023-11-12,unknown,5.0,293.42
194,CUST1194,Lina Gaber,23,lina.gaber@gmail.com,123456789.0,584.56,2023-11-12,Books,3.0,584.56
195,CUST1195,Fatma Hassan,84,fatma.hassan@yahoo.com,000-000-0000,449.45,2023-03-18,Electronics,10.0,449.45
196,CUST1196,Ali Gaber,55,ali.gaber@yahoo.com,987654321.0,647.39,2025-01-10,Electronics,4.0,647.39
197,CUST1197,John Hassan,55,john.hassan@hotmail.com,000-000-0000,225.1,2025-07-16,unknown,5.0,225.1
198,CUST1198,Ahmed Ali,26,ahmed.ali@hotmail.com,000-000-0000,509.8973789316026,2023-11-04,Clothing,3.0,519.42
199,CUST1199,Alaa Gaber,55,alaa.gaber@hotmail.com,123456789.0,616.2,2023-05-04,Books,4.0,616.2
200,CUST1200,Ali Ali,55,ali.ali@hotmail.com,987654321.0,538.75,2023-06-14,Toys,10.0,538.75
201,CUST1201,Fatma Mahmoud,55,fatma.mahmoud@gmail.com,000-000-0000,193.47,2025-04-06,unknown,3.0,193.47
202,CUST1202,Sara Ibrahim,55,sara.ibrahim@hotmail.com,000-000-0000,45.36,2023-08-13,unknown,1.0,45.36
203,CUST1203,Ali Gaber,55,ali.gaber@yahoo.com,987654321.0,736.35,2023-10-05,Home,3.0,736.35
204,CUST1204,Fatma Mahmoud,36,fatma.mahmoud@gmail.com,123456789.0,273.43,2023-09-26,Toys,5.0,273.43
205,CUST1205,John Hassan,23,john.hassan@yahoo.com,987654321.0,509.8973789316026,2023-11-27,Home,3.0,519.42
206,CUST1206,Alaa Mahmoud,55,alaa.mahmoud@gmail.com,000-000-0000,689.79,2025-06-08,Toys,3.0,689.79
207,CUST1207,Ahmed Ali,55,ahmed.ali@hotmail.com,987654321.0,877.79,2022-11-23,Home,5.0,877.79
208,CUST1208,Fatma Hassan,55,fatma.hassan@yahoo.com,000-000-0000,179.63,2023-02-02,Electronics,10.0,179.63
209,CUST1209,Alaa Smith,55,alaa.smith@hotmail.com,987654321.0,87.22,2023-04-19,Books,10.0,87.22
210,CUST1210,Fatma Ibrahim,79,fatma.ibrahim@yahoo.com,000-000-0000,688.98,2024-11-28,Toys,2.0,688.98
211,CUST1211,Fatma Mahmoud,55,fatma.mahmoud@gmail.com,000-000-0000,545.4,2023-11-08,Electronics,10.0,545.4
212,CUST1212,Sara Ibrahim,55,sara.ibrahim@hotmail.com,987654321.0,859.82,2025-06-22,Toys,5.0,859.82
213,CUST1213,Ahmed Ibrahim,55,ahmed.ibrahim@hotmail.com,123456789.0,740.96,2023-03-01,unknown,3.0,740.96
214,CUST1214,Lina Hassan,55,lina.hassan@gmail.com,000-000-0000,240.1,2023-07-14,Home,1.0,240.1
215,CUST1215,Ali Hassan,90,ali.hassan@gmail.com,987654321.0,81.5,2025-04-23,unknown,2.0,81.5
216,CUST1216,John Mahmoud,55,john.mahmoud@hotmail.com,000-000-0000,325.06,2024-12-08,unknown,10.0,325.06
217,CUST1217,Alaa Smith,55,alaa.smith@gmail.com,987654321.0,272.24,2024-04-16,Toys,3.0,272.24
218,CUST1218,Sara Gaber,55,sara.gaber@yahoo.com,000-000-0000,44.14,2024-04-16,Clothing,10.0,44.14
219,CUST1219,Ali Smith,55,ali.smith@hotmail.com,000-000-0000,70.94,2025-03-07,Clothing,10.0,70.94
