CustomerID,Name,Age,Email,Phone,PurchaseAmount,PurchaseDate,ProductCategory,Rating,PurachaseAmount
CUST1014,Alaa Ali,55,alaa.ali@gmail.com,000-000-0000,891.8,2023-05-21 00:00:00,Clothing,3.0,891.8
CUST1015,Ali Ibrahim,18,ali.ibrahim@hotmail.com,123456789.0,337.49,2024-06-25 00:00:00,Home,1.0,337.49
CUST1016,Fatma Hassan,55,fatma.hassan@gmail.com,987654321.0,272.08,2024-01-09 00:00:00,Toys,2.0,272.08
CUST1017,John Mahmoud,55,john.mahmoud@gmail.com,000-000-0000,833.56,2025-02-19 00:00:00,unknown,3.0,833.56
CUST1018,Alaa Ali,15,alaa.ali@hotmail.com,123456789.0,923.5,2024-01-04 00:00:00,Toys,1.0,923.5
CUST1019,Ahmed Ibrahim,55,ahmed.ibrahim@yahoo.com,123456789.0,497.45,Not Avilable,unknown,1.0,497.45
CUST1020,Lina Gaber,55,lina.gaber@hotmail.com,000-000-0000,667.69,2023-04-27 00:00:00,Clothing,3.0,667.69
CUST1021,Fatma Ibrahim,55,fatma.ibrahim@yahoo.com,123456789.0,118.22,2024-12-30 00:00:00,Clothing,1.0,118.22
CUST1022,Ahmed Mahmoud,55,ahmed.mahmoud@gmail.com,000-000-0000,22.02,2025-02-22 00:00:00,Electronics,1.0,22.02
CUST1023,Lina Ibrahim,44,lina.ibrahim@yahoo.com,123456789.0,389.24,Not Avilable,Clothing,10.0,389.24
CUST1024,John Hassan,55,john.hassan@hotmail.com,000-000-0000,125.65,2023-02-27 00:00:00,unknown,10.0,125.65
CUST1025,Fatma Mahmoud,55,fatma.mahmoud@yahoo.com,987654321.0,334.63,2025-06-18 00:00:00,Electronics,3.0,334.63
CUST1026,Sara Mahmoud,55,sara.mahmoud@hotmail.com,123456789.0,801.36,Not Avilable,unknown,10.0,801.36
CUST1027,Ahmed Hassan,55,ahmed.hassan@hotmail.com,000-000-0000,478.39,2025-03-22 00:00:00,unknown,3.0,478.39
CUST1028,Lina Smith,55,lina.smith@gmail.com,123456789.0,303.65,2023-11-10 00:00:00,Clothing,2.0,303.65
CUST1029,John Mahmoud,67,john.mahmoud@hotmail.com,000-000-0000,387.63,2024-02-28 00:00:00,Books,4.0,387.63
CUST1030,Ali Ali,62,ali.ali@gmail.com,987654321.0,509.8973789316026,2023-05-16 00:00:00,Toys,2.0,519.42
CUST1031,John Hassan,90,john.hassan@yahoo.com,000-000-0000,598.93,2024-10-13 00:00:00,Clothing,5.0,598.93
CUST1032,Lina Mahmoud,55,lina.mahmoud@hotmail.com,000-000-0000,958.61,2024-03-01 00:00:00,unknown,3.0,958.61
CUST1033,Sara Mahmoud,55,sara.mahmoud@gmail.com,123456789.0,378.4,2024-05-30 00:00:00,unknown,3.0,378.4
CUST1034,Fatma Mahmoud,55,fatma.mahmoud@hotmail.com,987654321.0,892.09,2023-11-15 00:00:00,unknown,4.0,892.09
CUST1035,Mark Gaber,55,mark.gaber@yahoo.com,000-000-0000,917.28,2024-11-16 00:00:00,Home,2.0,917.28
CUST1036,Sara Ali,70,sara.ali@yahoo.com,000-000-0000,542.06,2023-01-12 00:00:00,Electronics,3.0,542.06
CUST1037,Sara Hassan,55,sara.hassan@yahoo.com,000-000-0000,273.27,2025-01-17 00:00:00,Electronics,5.0,273.27
CUST1038,Lina Gaber,46,lina.gaber@hotmail.com,123456789.0,273.77,2023-01-30 00:00:00,Electronics,3.0,273.77
CUST1039,Ahmed Hassan,55,ahmed.hassan@gmail.com,123456789.0,513.99,2024-02-02 00:00:00,unknown,5.0,513.99
CUST1040,Fatma Gaber,55,fatma.gaber@gmail.com,123456789.0,812.78,2024-11-27 00:00:00,unknown,1.0,812.78
CUST1041,Alaa Mahmoud,55,alaa.mahmoud@hotmail.com,987654321.0,543.97,2025-03-08 00:00:00,Toys,4.0,543.97
CUST1042,Sara Mahmoud,55,sara.mahmoud@gmail.com,123456789.0,70.55,2024-01-03 00:00:00,Home,2.0,70.55
CUST1043,John Ibrahim,57,john.ibrahim@hotmail.com,000-000-0000,330.84,2024-08-12 00:00:00,unknown,3.0,330.84
CUST1044,Sara Gaber,55,sara.gaber@hotmail.com,987654321.0,156.51,2024-02-24 00:00:00,Home,3.0,156.51
CUST1045,John Gaber,55,john.gaber@gmail.com,000-000-0000,207.45,2024-12-24 00:00:00,Clothing,5.0,207.45
CUST1046,Ahmed Hassan,55,ahmed.hassan@hotmail.com,000-000-0000,713.49,2023-02-27 00:00:00,Books,5.0,713.49
CUST1047,Ahmed Ibrahim,55,ahmed.ibrahim@yahoo.com,123456789.0,911.39,2024-11-26 00:00:00,Clothing,2.0,911.39
CUST1048,Mark Smith,81,mark.smith@yahoo.com,000-000-0000,309.4,2024-02-05 00:00:00,Clothing,10.0,309.4
CUST1049,Fatma Mahmoud,55,fatma.mahmoud@yahoo.com,000-000-0000,500.24,2023-02-13 00:00:00,unknown,4.0,500.24
CUST1050,Ahmed Ibrahim,55,ahmed.ibrahim@gmail.com,000-000-0000,93.1,2022-11-18 00:00:00,Clothing,5.0,93.1
CUST1051,Ali Smith,55,ali.smith@yahoo.com,000-000-0000,968.44,2024-07-01 00:00:00,Home,2.0,968.44
CUST1052,Sara Ali,55,sara.ali@gmail.com,000-000-0000,521.87,2024-11-07 00:00:00,unknown,2.0,521.87
CUST1053,Mark Mahmoud,55,mark.mahmoud@hotmail.com,000-000-0000,678.65,2024-05-30 00:00:00,Home,1.0,678.65
CUST1054,Ali Hassan,55,ali.hassan@yahoo.com,000-000-0000,639.4,2023-07-21 00:00:00,Electronics,3.0,639.4
CUST1055,Sara Hassan,55,sara.hassan@yahoo.com,987654321.0,887.67,2024-11-17 00:00:00,Books,1.0,887.67
CUST1056,John Mahmoud,55,john.mahmoud@gmail.com,000-000-0000,346.31,2025-01-02 00:00:00,Toys,3.0,346.31
CUST1057,Mark Ibrahim,29,mark.ibrahim@hotmail.com,000-000-0000,924.82,2024-05-09 00:00:00,Home,3.0,924.82
CUST1058,Alaa Ali,55,alaa.ali@hotmail.com,123456789.0,382.76,2023-09-25 00:00:00,Electronics,3.0,382.76
CUST1059,Ali Mahmoud,55,ali.mahmoud@yahoo.com,000-000-0000,847.9,2025-01-28 00:00:00,Electronics,5.0,847.9
CUST1060,Sara Gaber,55,sara.gaber@gmail.com,123456789.0,72.75,2024-11-21 00:00:00,Electronics,3.0,72.75
CUST1061,Ali Gaber,55,ali.gaber@hotmail.com,123456789.0,538.83,2025-03-29 00:00:00,Toys,5.0,538.83
CUST1062,Fatma Gaber,55,fatma.gaber@hotmail.com,000-000-0000,462.04,2024-09-26 00:00:00,Clothing,2.0,462.04
CUST1063,Ahmed Ibrahim,55,ahmed.ibrahim@yahoo.com,123456789.0,665.71,2024-12-22 00:00:00,Electronics,3.0,665.71
CUST1064,Sara Ali,55,sara.ali@hotmail.com,000-000-0000,627.16,2023-11-24 00:00:00,Clothing,5.0,627.16
CUST1065,John Ali,83,john.ali@hotmail.com,000-000-0000,326.42,2024-03-10 00:00:00,unknown,5.0,326.42
CUST1066,Sara Mahmoud,55,sara.mahmoud@hotmail.com,987654321.0,600.8,2023-10-10 00:00:00,Books,3.0,600.8
CUST1067,Sara Gaber,55,sara.gaber@yahoo.com,123456789.0,85.14,Not Avilable,Clothing,3.0,85.14
CUST1068,Ali Hassan,55,ali.hassan@gmail.com,000-000-0000,336.17,2024-08-11 00:00:00,Home,1.0,336.17
CUST1069,Sara Hassan,55,sara.hassan@yahoo.com,987654321.0,338.8,2024-07-02 00:00:00,Clothing,5.0,338.8
CUST1070,Mark Mahmoud,81,mark.mahmoud@gmail.com,000-000-0000,330.97,2024-08-30 00:00:00,Clothing,2.0,330.97
CUST1071,Fatma Ibrahim,62,fatma.ibrahim@yahoo.com,123456789.0,642.53,2024-05-20 00:00:00,Clothing,4.0,642.53
CUST1072,Lina Mahmoud,55,lina.mahmoud@gmail.com,000-000-0000,624.57,2025-01-31 00:00:00,Electronics,5.0,624.57
CUST1073,Ali Ali,55,ali.ali@gmail.com,000-000-0000,140.28,2024-06-21 00:00:00,Books,5.0,140.28
CUST1074,Ahmed Ibrahim,55,ahmed.ibrahim@yahoo.com,123456789.0,434.82,2023-01-11 00:00:00,Home,3.0,434.82
CUST1075,Mark Ibrahim,55,mark.ibrahim@yahoo.com,000-000-0000,991.85,2025-06-07 00:00:00,Clothing,1.0,991.85
CUST1076,Fatma Smith,55,fatma.smith@hotmail.com,123456789.0,95.42,2025-04-24 00:00:00,Toys,3.0,95.42
CUST1077,Mark Mahmoud,55,mark.mahmoud@yahoo.com,000-000-0000,384.79,2023-05-31 00:00:00,Clothing,5.0,384.79
CUST1078,Ali Ibrahim,55,ali.ibrahim@yahoo.com,000-000-0000,580.82,2023-04-13 00:00:00,unknown,5.0,580.82
CUST1079,Mark Smith,55,mark.smith@yahoo.com,000-000-0000,356.65,2024-03-13 00:00:00,Clothing,2.0,356.65
CUST1080,Sara Gaber,73,sara.gaber@gmail.com,987654321.0,979.66,2025-06-10 00:00:00,Home,10.0,979.66
CUST1081,Lina Ibrahim,55,lina.ibrahim@hotmail.com,123456789.0,416.05,2022-10-28 00:00:00,unknown,1.0,416.05
CUST1082,Ali Mahmoud,55,ali.mahmoud@yahoo.com,000-000-0000,424.64,2025-01-24 00:00:00,Electronics,10.0,424.64
CUST1083,Ali Hassan,55,ali.hassan@yahoo.com,000-000-0000,141.87,2022-11-24 00:00:00,unknown,10.0,141.87
CUST1084,John Smith,55,john.smith@yahoo.com,000-000-0000,58.44,2025-04-24 00:00:00,Home,1.0,58.44
CUST1085,Ali Gaber,55,ali.gaber@yahoo.com,000-000-0000,458.49,2025-07-17 00:00:00,unknown,10.0,458.49
CUST1086,Fatma Hassan,55,fatma.hassan@hotmail.com,123456789.0,693.15,2024-08-26 00:00:00,Clothing,4.0,693.15
CUST1087,Sara Gaber,41,sara.gaber@gmail.com,000-000-0000,467.33,2024-02-13 00:00:00,unknown,4.0,467.33
CUST1088,Lina Hassan,55,lina.hassan@gmail.com,123456789.0,216.88,2024-05-13 00:00:00,Electronics,3.0,216.88
CUST1089,Alaa Gaber,55,alaa.gaber@hotmail.com,000-000-0000,349.65,2022-10-31 00:00:00,Toys,1.0,349.65
CUST1090,Ali Mahmoud,55,ali.mahmoud@yahoo.com,987654321.0,143.28,2025-06-25 00:00:00,Clothing,1.0,143.28
CUST1091,Sara Hassan,55,sara.hassan@hotmail.com,000-000-0000,753.92,2023-02-19 00:00:00,Books,3.0,753.92
CUST1092,John Ali,55,john.ali@gmail.com,987654321.0,771.55,2023-09-07 00:00:00,unknown,10.0,771.55
CUST1093,Fatma Ibrahim,55,fatma.ibrahim@gmail.com,000-000-0000,558.24,2023-07-23 00:00:00,Electronics,1.0,558.24
CUST1094,Fatma Smith,55,fatma.smith@gmail.com,000-000-0000,883.32,2023-07-06 00:00:00,unknown,3.0,883.32
CUST1095,Lina Ali,31,lina.ali@gmail.com,987654321.0,989.5,2025-06-14 00:00:00,Clothing,5.0,989.5
CUST1096,Ahmed Smith,55,ahmed.smith@gmail.com,987654321.0,179.9,2025-04-14 00:00:00,Home,4.0,179.9
CUST1097,Sara Ali,55,sara.ali@yahoo.com,000-000-0000,290.07,2023-06-14 00:00:00,Home,3.0,290.07
CUST1098,Alaa Hassan,55,alaa.hassan@hotmail.com,123456789.0,951.65,2023-08-13 00:00:00,Toys,2.0,951.65
CUST1099,Mark Ibrahim,55,mark.ibrahim@gmail.com,987654321.0,402.26,2024-02-03 00:00:00,Clothing,2.0,402.26
CUST1100,Sara Ali,55,sara.ali@gmail.com,123456789.0,438.21,Not Avilable,unknown,3.0,438.21
CUST1101,Ali Mahmoud,55,ali.mahmoud@hotmail.com,123456789.0,502.86,2023-11-08 00:00:00,unknown,1.0,502.86
CUST1102,Ali Smith,55,ali.smith@yahoo.com,987654321.0,76.21,2024-12-23 00:00:00,Electronics,5.0,76.21
CUST1103,Mark Mahmoud,55,mark.mahmoud@yahoo.com,000-000-0000,35.01,2025-04-23 00:00:00,Clothing,2.0,35.01
CUST1104,Ali Hassan,55,ali.hassan@gmail.com,000-000-0000,392.66,2024-04-04 00:00:00,Home,3.0,392.66
CUST1105,Sara Ibrahim,55,sara.ibrahim@gmail.com,987654321.0,530.59,2025-05-23 00:00:00,Clothing,3.0,530.59
CUST1106,Ali Gaber,55,ali.gaber@hotmail.com,987654321.0,361.23,2024-01-02 00:00:00,Toys,2.0,361.23
CUST1107,Lina Ibrahim,55,lina.ibrahim@gmail.com,000-000-0000,654.55,2024-03-29 00:00:00,unknown,3.0,654.55
CUST1108,Mark Ibrahim,55,mark.ibrahim@gmail.com,123456789.0,380.2,2023-07-09 00:00:00,Books,2.0,380.2
CUST1109,Ali Hassan,55,ali.hassan@yahoo.com,123456789.0,586.24,2025-04-27 00:00:00,Electronics,3.0,586.24
CUST1110,Alaa Mahmoud,55,alaa.mahmoud@hotmail.com,000-000-0000,524.98,2023-03-14 00:00:00,Home,3.0,524.98
CUST1111,Ali Mahmoud,55,ali.mahmoud@yahoo.com,000-000-0000,237.89,2023-07-13 00:00:00,Home,3.0,237.89
CUST1112,Alaa Mahmoud,55,alaa.mahmoud@yahoo.com,987654321.0,519.25,2024-07-06 00:00:00,unknown,4.0,519.25
CUST1113,Mark Smith,55,mark.smith@gmail.com,987654321.0,440.41,2022-11-28 00:00:00,unknown,1.0,440.41
CUST1114,Sara Mahmoud,55,sara.mahmoud@yahoo.com,987654321.0,490.23,2023-12-21 00:00:00,Toys,2.0,490.23
CUST1115,John Ali,55,john.ali@hotmail.com,000-000-0000,12.52,2024-06-02 00:00:00,Clothing,4.0,12.52
CUST1116,Sara Gaber,55,sara.gaber@gmail.com,987654321.0,500.41,2024-10-23 00:00:00,Clothing,3.0,500.41
CUST1117,Ali Hassan,55,ali.hassan@yahoo.com,000-000-0000,71.93,2022-11-22 00:00:00,unknown,3.0,71.93
CUST1118,Alaa Mahmoud,55,alaa.mahmoud@gmail.com,123456789.0,287.82,Not Avilable,unknown,10.0,287.82
CUST1119,Ali Mahmoud,55,ali.mahmoud@yahoo.com,987654321.0,259.98,Not Avilable,Electronics,3.0,259.98
CUST1120,Ali Mahmoud,55,ali.mahmoud@gmail.com,000-000-0000,741.43,2024-09-07 00:00:00,unknown,4.0,741.43
CUST1121,Fatma Mahmoud,55,fatma.mahmoud@yahoo.com,000-000-0000,373.22,2024-11-04 00:00:00,Electronics,3.0,373.22
CUST1122,Mark Ali,55,mark.ali@hotmail.com,123456789.0,548.34,2024-06-25 00:00:00,Books,4.0,548.34
CUST1123,Fatma Ibrahim,55,fatma.ibrahim@gmail.com,000-000-0000,80.53,2023-08-03 00:00:00,Toys,4.0,80.53
CUST1124,Ahmed Mahmoud,44,ahmed.mahmoud@gmail.com,000-000-0000,927.77,2024-05-25 00:00:00,Toys,5.0,927.77
CUST1125,John Gaber,55,john.gaber@yahoo.com,000-000-0000,520.22,2023-04-19 00:00:00,Toys,10.0,520.22
CUST1126,Fatma Gaber,55,fatma.gaber@gmail.com,000-000-0000,257.81,2023-06-02 00:00:00,unknown,4.0,257.81
CUST1127,Ali Smith,55,ali.smith@gmail.com,000-000-0000,411.02,2022-10-28 00:00:00,unknown,10.0,411.02
CUST1128,Fatma Gaber,55,fatma.gaber@gmail.com,987654321.0,430.01,2024-02-27 00:00:00,Books,3.0,430.01
CUST1129,Fatma Ibrahim,40,fatma.ibrahim@gmail.com,123456789.0,958.06,2024-06-25 00:00:00,Clothing,2.0,958.06
CUST1130,Sara Ali,55,sara.ali@hotmail.com,000-000-0000,89.27,2024-10-08 00:00:00,unknown,5.0,89.27
CUST1131,Sara Gaber,55,sara.gaber@yahoo.com,000-000-0000,950.64,2025-03-08 00:00:00,Home,5.0,950.64
CUST1132,John Ali,55,john.ali@gmail.com,000-000-0000,7.36,2025-01-15 00:00:00,Clothing,2.0,7.36
CUST1133,Alaa Mahmoud,55,alaa.mahmoud@hotmail.com,000-000-0000,456.98,2024-08-22 00:00:00,Clothing,10.0,456.98
CUST1134,Sara Ali,55,sara.ali@gmail.com,000-000-0000,979.32,2024-08-09 00:00:00,Toys,1.0,979.32
CUST1135,Ali Smith,55,ali.smith@hotmail.com,123456789.0,320.92,2025-02-20 00:00:00,Home,4.0,320.92
CUST1136,Alaa Hassan,55,alaa.hassan@gmail.com,987654321.0,615.09,2025-01-25 00:00:00,Toys,3.0,615.09
CUST1137,Alaa Ali,55,alaa.ali@yahoo.com,123456789.0,755.4,2025-03-03 00:00:00,unknown,2.0,755.4
CUST1138,Fatma Ibrahim,79,fatma.ibrahim@yahoo.com,987654321.0,509.8973789316026,2025-05-16 00:00:00,Electronics,3.0,519.42
CUST1139,Fatma Gaber,35,fatma.gaber@gmail.com,987654321.0,5.57,2024-08-29 00:00:00,Books,3.0,5.57
CUST1140,Sara Hassan,53,sara.hassan@yahoo.com,000-000-0000,415.28,Not Avilable,Books,3.0,415.28
CUST1141,Ali Mahmoud,55,ali.mahmoud@yahoo.com,000-000-0000,362.53,2025-04-12 00:00:00,Toys,1.0,362.53
CUST1142,Ahmed Hassan,79,ahmed.hassan@gmail.com,000-000-0000,924.96,2024-04-21 00:00:00,Clothing,3.0,924.96
CUST1143,Alaa Mahmoud,55,alaa.mahmoud@hotmail.com,987654321.0,663.01,2024-08-26 00:00:00,Clothing,3.0,663.01
CUST1144,Ahmed Smith,55,ahmed.smith@gmail.com,987654321.0,316.02,2023-01-14 00:00:00,Home,3.0,316.02
CUST1145,John Mahmoud,55,john.mahmoud@yahoo.com,123456789.0,756.48,2023-06-08 00:00:00,Electronics,4.0,756.48
CUST1146,Alaa Smith,55,alaa.smith@hotmail.com,987654321.0,891.17,2023-04-28 00:00:00,Books,4.0,891.17
CUST1147,Fatma Hassan,55,fatma.hassan@hotmail.com,987654321.0,749.79,2025-07-11 00:00:00,Books,5.0,749.79
CUST1148,Mark Gaber,55,mark.gaber@gmail.com,000-000-0000,323.94,2023-09-17 00:00:00,unknown,2.0,323.94
CUST1149,Lina Ali,55,lina.ali@hotmail.com,000-000-0000,232.81,2023-07-04 00:00:00,Electronics,3.0,232.81
CUST1150,Sara Ali,55,sara.ali@gmail.com,123456789.0,341.99,2024-06-13 00:00:00,Electronics,5.0,341.99
CUST1151,Lina Ibrahim,55,lina.ibrahim@hotmail.com,000-000-0000,251.62,2025-03-27 00:00:00,Home,10.0,251.62
CUST1152,Alaa Hassan,55,alaa.hassan@gmail.com,987654321.0,660.14,2024-09-20 00:00:00,Electronics,3.0,660.14
CUST1153,Ali Smith,55,ali.smith@gmail.com,000-000-0000,656.09,2024-07-26 00:00:00,Home,2.0,656.09
CUST1154,John Gaber,55,john.gaber@yahoo.com,123456789.0,891.14,2024-02-18 00:00:00,Clothing,1.0,891.14
CUST1155,Ahmed Ibrahim,55,ahmed.ibrahim@hotmail.com,000-000-0000,65.06,2022-12-29 00:00:00,unknown,10.0,65.06
CUST1156,Ali Ali,55,ali.ali@yahoo.com,000-000-0000,354.43,2023-09-23 00:00:00,unknown,3.0,354.43
CUST1157,Ahmed Ali,89,ahmed.ali@hotmail.com,000-000-0000,660.07,2023-04-21 00:00:00,Toys,1.0,660.07
CUST1158,Lina Gaber,55,lina.gaber@yahoo.com,000-000-0000,916.59,2024-12-20 00:00:00,Home,4.0,916.59
CUST1159,Fatma Ibrahim,55,fatma.ibrahim@hotmail.com,000-000-0000,629.77,2025-04-22 00:00:00,Toys,2.0,629.77
CUST1160,Ahmed Gaber,55,ahmed.gaber@yahoo.com,000-000-0000,839.25,2023-12-19 00:00:00,Books,10.0,839.25
CUST1161,Mark Ibrahim,55,mark.ibrahim@hotmail.com,123456789.0,647.76,2023-12-01 00:00:00,unknown,5.0,647.76
CUST1162,Fatma Gaber,55,fatma.gaber@yahoo.com,000-000-0000,249.85,2023-07-01 00:00:00,Home,5.0,249.85
CUST1163,Lina Ibrahim,55,lina.ibrahim@hotmail.com,987654321.0,340.52,Not Avilable,Electronics,3.0,340.52
CUST1164,Ahmed Mahmoud,55,ahmed.mahmoud@yahoo.com,987654321.0,902.48,2023-10-14 00:00:00,Clothing,1.0,902.48
CUST1165,Sara Ali,55,sara.ali@hotmail.com,000-000-0000,382.67,2024-01-29 00:00:00,Home,10.0,382.67
CUST1166,Ali Hassan,55,ali.hassan@hotmail.com,987654321.0,653.73,2024-02-10 00:00:00,Clothing,2.0,653.73
CUST1167,Ali Smith,55,ali.smith@hotmail.com,000-000-0000,972.88,2023-10-14 00:00:00,Home,4.0,972.88
CUST1168,Ali Mahmoud,55,ali.mahmoud@yahoo.com,000-000-0000,835.86,Not Avilable,Clothing,4.0,835.86
CUST1169,Fatma Ibrahim,55,fatma.ibrahim@hotmail.com,123456789.0,641.96,2024-06-13 00:00:00,unknown,1.0,641.96
CUST1170,John Smith,55,john.smith@hotmail.com,987654321.0,307.77,2025-03-29 00:00:00,unknown,4.0,307.77
CUST1171,Fatma Smith,87,fatma.smith@yahoo.com,123456789.0,867.78,Not Avilable,Clothing,3.0,867.78
CUST1172,Fatma Gaber,55,fatma.gaber@yahoo.com,000-000-0000,198.0,2025-07-04 00:00:00,unknown,3.0,198.0
CUST1173,Alaa Hassan,55,alaa.hassan@hotmail.com,000-000-0000,685.55,2024-10-30 00:00:00,Home,10.0,685.55
CUST1174,Alaa Smith,55,alaa.smith@yahoo.com,123456789.0,592.21,Not Avilable,Toys,2.0,592.21
CUST1175,Alaa Smith,55,alaa.smith@yahoo.com,000-000-0000,583.35,2023-12-16 00:00:00,unknown,2.0,583.35
CUST1176,Mark Mahmoud,55,mark.mahmoud@gmail.com,000-000-0000,65.43,2024-03-06 00:00:00,Toys,2.0,65.43
CUST1177,John Ali,55,john.ali@hotmail.com,123456789.0,563.54,2025-04-14 00:00:00,Toys,5.0,563.54
CUST1178,John Smith,55,john.smith@yahoo.com,000-000-0000,566.84,2023-07-05 00:00:00,unknown,2.0,566.84
CUST1179,Fatma Hassan,55,fatma.hassan@hotmail.com,000-000-0000,338.73,2025-06-08 00:00:00,Home,4.0,338.73
CUST1180,Ali Ali,55,ali.ali@hotmail.com,000-000-0000,153.08,2025-05-16 00:00:00,Books,3.0,153.08
CUST1181,John Gaber,55,john.gaber@yahoo.com,123456789.0,203.2,2024-07-27 00:00:00,Books,1.0,203.2
CUST1182,Lina Hassan,55,lina.hassan@gmail.com,000-000-0000,173.4,2024-06-25 00:00:00,Home,3.0,173.4
CUST1183,John Hassan,30,john.hassan@gmail.com,000-000-0000,957.09,Not Avilable,Toys,1.0,957.09
CUST1184,John Gaber,55,john.gaber@hotmail.com,123456789.0,39.61,2022-10-31 00:00:00,Clothing,1.0,39.61
CUST1185,Lina Gaber,55,lina.gaber@hotmail.com,000-000-0000,467.64,2025-01-04 00:00:00,Electronics,3.0,467.64
CUST1186,Mark Hassan,55,mark.hassan@gmail.com,123456789.0,879.07,2023-11-06 00:00:00,Toys,3.0,879.07
CUST1187,Alaa Gaber,55,alaa.gaber@yahoo.com,000-000-0000,739.06,2024-12-18 00:00:00,Electronics,2.0,739.06
CUST1188,Ali Gaber,55,ali.gaber@yahoo.com,987654321.0,337.71,2024-05-12 00:00:00,unknown,5.0,337.71
CUST1189,Fatma Gaber,55,fatma.gaber@yahoo.com,000-000-0000,211.5,2024-05-24 00:00:00,Electronics,5.0,211.5
CUST1190,Lina Mahmoud,55,lina.mahmoud@yahoo.com,123456789.0,546.44,2022-10-30 00:00:00,Home,3.0,546.44
CUST1191,Ahmed Hassan,55,ahmed.hassan@hotmail.com,123456789.0,802.26,2025-03-17 00:00:00,Clothing,3.0,802.26
CUST1192,Ahmed Smith,55,ahmed.smith@hotmail.com,987654321.0,464.5,Not Avilable,Clothing,3.0,464.5
CUST1193,John Hassan,55,john.hassan@gmail.com,000-000-0000,293.42,2023-11-12 00:00:00,unknown,5.0,293.42
CUST1194,Lina Gaber,23,lina.gaber@gmail.com,123456789.0,584.56,Not Avilable,Books,3.0,584.56
CUST1195,Fatma Hassan,84,fatma.hassan@yahoo.com,000-000-0000,449.45,2023-03-18 00:00:00,Electronics,10.0,449.45
CUST1196,Ali Gaber,55,ali.gaber@yahoo.com,987654321.0,647.39,2025-01-10 00:00:00,Electronics,4.0,647.39
CUST1197,John Hassan,55,john.hassan@hotmail.com,000-000-0000,225.1,2025-07-16 00:00:00,unknown,5.0,225.1
CUST1198,Ahmed Ali,26,ahmed.ali@hotmail.com,000-000-0000,509.8973789316026,2023-11-04 00:00:00,Clothing,3.0,519.42
CUST1199,Alaa Gaber,55,alaa.gaber@hotmail.com,123456789.0,616.2,2023-05-04 00:00:00,Books,4.0,616.2
CUST1200,Ali Ali,55,ali.ali@hotmail.com,987654321.0,538.75,2023-06-14 00:00:00,Toys,10.0,538.75
CUST1201,Fatma Mahmoud,55,fatma.mahmoud@gmail.com,000-000-0000,193.47,2025-04-06 00:00:00,unknown,3.0,193.47
CUST1202,Sara Ibrahim,55,sara.ibrahim@hotmail.com,000-000-0000,45.36,2023-08-13 00:00:00,unknown,1.0,45.36
CUST1203,Ali Gaber,55,ali.gaber@yahoo.com,987654321.0,736.35,2023-10-05 00:00:00,Home,3.0,736.35
CUST1204,Fatma Mahmoud,36,fatma.mahmoud@gmail.com,123456789.0,273.43,2023-09-26 00:00:00,Toys,5.0,273.43
CUST1205,John Hassan,23,john.hassan@yahoo.com,987654321.0,509.8973789316026,2023-11-27 00:00:00,Home,3.0,519.42
CUST1206,Alaa Mahmoud,55,alaa.mahmoud@gmail.com,000-000-0000,689.79,2025-06-08 00:00:00,Toys,3.0,689.79
CUST1207,Ahmed Ali,55,ahmed.ali@hotmail.com,987654321.0,877.79,2022-11-23 00:00:00,Home,5.0,877.79
